;Item Value List
;
;Department,Category,Supplier,Item,Description,Qty,Cost,Price,Extended Cost,Extended Price,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955707019,GS CRYSTAL BEAD BRACELET-LIME,0,2.99,2.99,0,0,
Accessories,Jewelry,GSM - DO NOT REORDER,731955707217,GS SUN LITZ RHINESTONE BRACELE,0,2.99,2.39,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955121419,GS FILIGREE TREFOIL PENDAND-D,0,7.2,12,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955128289,HAND SANITIZER SLAP BRACELET,0,6.5,10,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955121440,CHARM SNOWMAN HOLIDAY-D,0,4.01,6.75,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955121594,GS SLAP BRACELT PEACE-D,0,2.7,4.5,0,0,
Accessories,Jewelry,HIGH INTENCITY CORP,794187090588,GIRL SCOUT MINI CHARM NECKLACE,0,16,16,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955707026,GS CRYSTAL BEAD BRACELET -RASP,0,2.99,2.39,0,0,
Accessories,Jewelry,HIGH INTENCITY CORP,794187090496,CAMP GIRL SCOUTS CHARM,0,6,6,0,0,
Accessories,Jewelry,HIGH INTENCITY CORP,794187090571,GIRL SCOUT STRETCH BEAD BRACEL,0,4.5,10,0,0,
Accessories,Jewelry,HIGH INTENCITY CORP,794187090540,GIRL SCOUT CHOCOLATE PEANUT BU,0,6,6,0,0,
Accessories,Jewelry,HIGH INTENCITY CORP,794187090502,GIRL SCOUT TREFOIL SHAKER CHAR,0,6,6,0,0,
Accessories,Jewelry,HIGH INTENCITY CORP,794187090526,GIRL SCOUT TREFOILS SHORTBREAD,0,6,6,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955121907,GS SHAPED PVC BRACELET-D,0,5.4,9,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955128203,CHAIN LINK BRACELET WITH TREFO,0,6.59,10.99,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955121556,GS MAGNETIC TRADITIONAL LOGO B,0,15,18.99,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955121976,GS THIN SILICONE JEWELED BRACE,0,7.2,12,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955121822,GS PET PALS DOG-D,0,6,10,0,0,
Accessories,Jewelry,GSM - CUSTOM,731955121839,GS PET PALS CAT-D,0,6,10,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955121914,GS TOE RING-D2,0,3,5,0,0,
Accessories,Jewelry,GSM - DO NOT REORDER,731955121815,GS BEST FRIENDS WORD NECKLACE-,0,6.3,14,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955121587,GS SLAP BRACELET LOVE-D,0,2.7,4.5,0,0,
Accessories,Jewelry,GSM - CUSTOM,731955122041,GS GUMMY BEAR EARRINGS-D,0,6,10,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955121969,GS OPEN TREFOILS BRACELET-SILV,0,12,20,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955128425,LADIES LINK TREFOIL BRACELET,5,12,20,60,100,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955121990,GS LOVE LETTERS NECKLACE-D,0,8.4,14,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955121686,GS TREFOIL MOOD NECKLACE,0,7.2,12,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955121662,GS 6 PAIR MULTI STUD EARRING S,0,7.2,12,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955121679,GS TEMPORARY METALLIC JEWELRY ,0,2.7,4.5,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955121921,GS DOUBLE DISC LAWS NECKLACE,0,7.2,12,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955121938,GS HOOP & BEAD EARRINGS-D,0,10.2,20,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955122058,GS FORTUNE COOKIE BRACELET-D,0,7.2,12,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955121952,GS OPEN TREFOILS BRACELET-GOLD,0,9,20,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955121570,GS FILIGREE TREFOIL PENDANT-GO,0,7.2,12,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955122010,GS BLING TRADITIONAL BROOCH GO,2,7.4,38,14.8,76,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955122072,GS STRETCH RING BRACELET WITH ,0,6.984,12,0,0,
Accessories,Jewelry,GSM - DO NOT REORDER,731955122027,GS BLING PROFILES BROOCH SILVE,0,17.1,38,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955121983,GS MICRO PEARL AND PAVE' TREFO,0,7.2,12,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955128739,COOKIE MIX N MATCH STUD EARRIN,0,7.2,12,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955128777,COOKIE SHAKY KEYCHAIN,0,4.8,8,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,73195512085,Charm Bracelet with Logo Charm,0,5,8,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955123888,BRONZE AWARD STRETCH BEAD BRAC,0,9,15,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955285043,ANNIVERSARY PATTERN FUN WATCH,0,0.5,11.99,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955127923,PEARL AND HEART CUFF BRACELET-,0,24,23.99,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120610,GS Sterling Silver Profiles Lo,0,52.5,75,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120603,GS Solid Trefoil Conf. Necklac,0,3.6,8,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120528,GS 3 Charm Logo Necklace - Upd,0,6.75,12,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120641,Pearl Necklace - Updated Clasp,0,41,65,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120382,GS 18 BANGLE BRACELET SET,0,4.95,11,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120054,Silver Scarf Slide Logo,0,9,14,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120047,GoldTone Scarf Slide Logo,0,9,14,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955122478,GS Profile Logo Earring - Pier,0,10.8,18,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120672,GS PLASTIC ANALOG FUN WATCH,0,9.6,16,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120887,Charm Bracelet Updated Logo,0,5.4,8,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120511,Charm GS with Mini Trefoil - U,0,3.2,5,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955122645,CHARM GS W/MINI TREFOIL - GOLD,0,2.36,5,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955122461,COOKIE SCENTED 2 PAIR EARRING ,0,6,10,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120375,BANDIT-O'S STRETCH BRACELETS,0,1.95,3.25,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120894,CHARM - SMART COOKIE-D,0,1.86,5,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120283,BR ELF & FRIENDSNECKLACE,0,7.2,12,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955285005,CHARM ANNIVERSARY BLOOM SILVER,0,0.25,2.99,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955122621,CHARM - SNOWFLAKE,0,3.15,5,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955122451,COOKIE SCENTED 2 PAIR EARRING ,0,6,10,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955289003,ANNIVERSARY PIN-D,0,1.6,3,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955127992,MINI MULTI ADJUSTABLE RINGS-D,0,6,7.99,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120962,TREFOIL PATTERN WATCH,0,9.6,16,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955285104,ANNIVERSARY BLOOM SILVERTONE E,0,2.4,5.99,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120184,SILVER AWARD DOUBLE CHARM NECK,0,6.6,12,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955285135,ANNIVERSARY GOLDTONE BLOOM BRO,0,2.5,9.99,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955285128,ANNIVERSARY SILVERTONE BLOOM B,0,15,25,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120931,CHARM VOLUNTEER RED/GOLD HEART,0,1.58,2.99,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955122638,CHARM SOLID GREEN TREFOIL,0,2.36,5,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120900,CHARM SOLID GREEN TREFOIL GOLD,0,3.15,5,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955122454,EARRING 3 PAIR SET,0,3.6,8.99,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955285012,CHARM ANNIVERSARY BLOOM GOLD T,0,3.15,5,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955122775,CHARM BRACELET GOLD W/PROFILES,0,5.4,8,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120658,COOKIE PINK MINI DOG TAG NECKL,0,3.52,10,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955128067,TREFOIL CUT-OUT BFF NECKLACE,0,6,10,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955128050,LAYERED MICRO NECKLACE-D,0,8.4,7.99,0,0,
Accessories,Jewelry,GSM - CUSTOM,731955120337,SILVER AWARD CHARM-D,0,3.15,5,0,0,
Accessories,Jewelry,GSM - CUSTOM,731955120320,GOLD AWARD CHARM-D,0,3.15,5,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120351,SILVER AWARD TOGGLE BRACELET-D,0,7.5,17.99,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955128005,BR ELF DANGLE EARRING,0,4.8,8,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120368,GOLD AWARD TOGGLE BRACELET,0,15,25,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955285036,100% GREEN ANNIVERSARY NECKLAC,0,0.5,3.99,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955286064,CAMEO JULIETTE GORDON LOW,0,5,29.99,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120948,CHARM VOLUNTEER RED/SILVER HEA,0,1.58,2.99,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955285029,ANNIVERSARY BLOOM STRETCH BRAC,0,8.4,15,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955129705,D FLOWER FLOWER POWER NECKLACE,0,7.2,12,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120344,BRONZE AWARD CHARM,0,3.15,5,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120955,DEZ CHARM SILVER BRACELET-D,0,9,15,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120191,BRONZE AWARD TOKEN CHARM NECKL,0,6.4,11,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120177,GOLD AWARD DOUBLE CHARM NECKLA,0,6.6,12,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955285111,ANNIVERSARY BLOOM GOLDTONE EAR,0,4.8,8,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120436,CHARM VOLUNTEERS,0,3.2,5,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120498,3 CHARM LOGO NECKLACE - GOLDTO,0,3.37,8.99,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120504,Wood Think Green Necklace,0,9,15,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120863,CHARM-I HEART COOKIES,0,3.15,5,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120856,Charm Bracelet with Logo Charm,0,5,8,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955121600,TRIO EARRING SET-D,0,7.2,12,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955122591,GS PEARL DROP EARRINGS,0,39,65,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955122447,COOKIE 2 PAIR EARRINGS-D,0,7.2,12,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120870,CHARM COOKIE ALL STAR-D,0,3.2,5,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120597,PEARL NECKLACE 18 INCH FRESHWA,0,30.75,65,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120443,10 LAW CHARM BRACELET,0,6.94,15,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120450,Charm Epoxy Discover,0,3.2,5,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955121747,BFF SPLIT HEART NECKLACE,0,8,14,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955121501,B ELF BRACELET-D,0,4.6,8,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955122782,SHORTHAND SILVER ROUND CHARM-D,0,3.88,6.25,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955121716,CLUSTER CHARM NECKLACE-D,0,7.2,12,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120993,VOLUNTEER BLING CHARM SILVERTO,0,1.96,6.5,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955122836,HERITAGE TREFOIL BROOCH SILVER,0,15,25,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955121013,NECKLACE CHARM HOLDER SILVERTO,0,8.4,14,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955290078,ALUMNA PROFILES SILVER CHARM-D,0,3.88,6.25,0,0,
Accessories,Jewelry,GSM - DO NOT REORDER,731955120986,VOLUNTEER BLING CHARM GOLDTONE,0,1.96,6.5,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955121723,J CLUSTER NECKLACE-D,0,7.2,12,0,0,
Accessories,Jewelry,GSM - CUSTOM,731955121730,MOOD STONE NECKLACE-D,0,7.2,12,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120924,HERITAGE TREFOIL WATCH,0,21.75,50,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955122430,2 TONE DANGLE EARRING PROFILES,0,9.9,22,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955121006,NECKLACE CHARM HOLDER GOLDTONE,0,8.4,14,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955122799,SHORTHAND GOLD ROUND CHARM-D,0,3.88,6.25,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955122805,2 TONE DANGLE PENDANT PROFILES,0,10.58,24,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955121037,HERITAGE TREFOIL SILVER TONE C,0,3.88,6.25,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955121754,LARIAT NECKLACE W/PEARL,0,21,35,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955121020,HERITAGE TREFOIL GOLD TONE CHA,0,3.88,6.25,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120665,PROMISE NECKLACE SILVERTONE-D,0,8.7,15,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955285074,ANNIVERSARY PEARL SET,0,75,125,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955121068,HERITAGE TREFOIL KEY PENDANT-D,0,24,40,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955121044,COOKIE STAR CHARM,0,3.88,6.25,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955290054,BROOCH ALUMNA PROFILES GOLDTON,0,18,30,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955121051,HOLIDAY PENGUIN CHARM,0,3.88,6.25,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955114220,G.S. BUBBLE WATCH ,0,1.99,7,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955110550,CARABINEER W/SCRAPBOOK FUN CHA,0,0.49,0.99,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955114329,USA LEATHER WATHC IN TIN ,0,2.69,6.99,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955110505,CHARM-STAR / BEST FRIEN ,0,1.31,2.5,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955110499,CHARM / BUTTERFLY ,0,1.84,3.5,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120740,CARGO WATCH ,0,0.99,1.99,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120313,STERLING SLV TREFOIL EAR RINGS,0,2.99,9.99,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955121846,STACKABLE MESSAGE RING SIZE 4,0,1,1.99,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120702,GS HEART CHARM ON CHAIN ,0,2,6.25,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120801,USA STUDIO 2B TILE BRACE LET,0,0.5,0.99,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955122331,COMMUNITY SERVICE PIN ,0,0.49,0.99,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120160,JOURNEY CUSTOM PENDANT ,0,15,15,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955122324,AM FLAG PIN ,0,0.49,2.15,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955121945,NEW LOGO BUTTON ,0,0.05,0.85,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120627,TREFOIL CHOKER ,0,1.49,6.15,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955121860,STACKABLE MESSAGE RING SIZE 6,0,1,1.99,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955110581,IT'S COOKIE TIME FUN CHARM W/C,0,0.49,0.99,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955114350,WATCH TERRY R/W/B BAND ,0,0.49,0.99,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955114237,G.S. FRIENDSHIP WATCH SE ,0,10.65,14.25,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955110543,PJ PARTY FUN CHARM ,0,0.49,0.99,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955110536,CARABINER W/HOLIDAY FUN CHARM,0,0.49,0.99,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955110512,CHARM -HEART/ GLOBE ,0,1.31,2.5,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955110574,COMMUNITY FUN CHARM W/CARABINE,0,0.49,0.99,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955113643,G.S. WATCH ,0,16,39,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955110567,SAVE THE PLANET FUN CHARM W/LO,0,0.49,0.99,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955110529,BEST FRIEND FUN CHARM /WITH LO,0,0.49,0.99,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120467,SILVER HEART ILOVEGS BRA CELET,0,0.99,1.99,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120542,G.S. PORCELAIN NECKLACE ,0,1.99,6.25,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120405,STERLING SLV TREFOIL CHA RM BR,0,6.99,13.99,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120276,DOUBLESTAR BLUE HOPE WIR E NEC,0,1.99,3.99,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955122003,GS FRIENDSHIP PIN ,0,2.1,3.75,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120566,"BR """"GIRLS"""" NECKLACE ",0,4.59,9.25,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120023,TREFOIL SCARF SLIDE GOLD ,0,4.5,9.99,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120412,BLK INITIAL RUBBER BRACE LET,0,0.99,1.99,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120764,ID HIDE-EE ,0,0.49,9.75,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120429,4B'S LEATHER BRACE LT BL BECOM,0,0.5,0.99,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955122157,95TH ANNIVERSARY PIN ,0,0.49,0.99,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955121891,STACKABLE MESSAGE RING SIZE 9,0,1,1.99,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120535,G.S. SILVER CHARM NECKLA ,0,0.99,1.99,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120559,DAISY SILVER PETAL NCKLC,0,4.95,8.25,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120580,CONF. CHARM NECKLACE,0,3.45,4.95,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955121884,STACKABLE MESSAGE RING SIZE 8,0,1,1.99,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955121853,STACKABLE MESSAGE RING SIZE 5,0,1,1.99,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120719,AD BRCLT GOLDTONE 8 1/2 ,0,1.99,6,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120221,BEST FRIENDS NECKLACES ,0,0.99,1.99,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120153,FILIGREE GS PENDANT NECK ,0,0.99,1.99,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120306,BUTTON EARRINGS PIERCED ,0,0.25,0.49,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120009,SCARF SLIDE ,0,0.49,6.25,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120696,GS COOKIE WATCH LT. BLUE ,0,12.38,25,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120252,BEST FRIENDS SUEDE STAR NECKLA,0,0.99,1.99,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120030,TRAD LOGO  SCARF SLIDEGOLDTONE,1,9,14,9,14,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120634,GS STERLING TREFOIL SHAPE CHAR,0,26.5,40,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120726,DANGLE BRACELET ,0,2.75,9.25,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120818,BRACELET-MULTI MESSAGE  SET/5,0,3,5.99,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120245,"STERLING HEART LOCKET 18"""" CHA",0,2.5,4.99,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120474,LT BLUE BROWNIE INITIAL RUBBER,0,1.99,4.75,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120238,STAR NECKLACE ,0,2.65,5,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120917,RECYCLED GS BRACELET ,0,2.87,5.99,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120733,TEDDY BEAR CHARM ,0,0.5,5,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120214,G & DOLL GS NECKLACE ,0,1.5,5.25,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120399,AD BRCLT W/ GS CHRM 7.5 ,0,1.99,6,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120757,RUBBER BRACELET ,0,1.99,6.25,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955122348,FLAG CEREMONY PIN ,0,0.25,0.49,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120689,GS COOKIE WATCH PINK ,0,12.38,25,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120108,SCAR CLIP FILIGREE ,0,0.25,0.49,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120016,TREFOIL SCARF SLIDE- SILVER,0,9,14,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120207,GS FRNDS PENDANTS ,0,2.25,7,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120481,USA GS TILE BRACELET ,0,0.49,0.99,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955122065,MAKE THE WORLD A BETTER PLACE ,0,0.5,0.99,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955120269,"HEART GIRL SCOUTS CHUNKY 18 """"",0,0.99,1.99,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955122904,VLUNTR START PIN SLVR ,0,1.49,3.99,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955122577,GLIP GLDTN EAR ,0,0.05,0.49,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955122416,GOLDTN RING ADJ:TREFO 8- 10,0,0.99,9.25,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955122713,10K LOGO CHARM ,0,70,110,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955122652,BUTTERFLY CHARM ,0,3.25,4.5,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955122690,GIRL SCOUT CHARM ,0,3.25,4.5,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955122614,TEDDY BEAR CHARM ,0,3.25,4.5,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955122744,AD CONTEMPORARY CHRM ,0,2.29,5,0,0,
Accessories,Jewelry,GIRL SCOUT MERCHANDISE,731955122683,GS JEANS CHARM ,0,3.25,4.5,0,0,
